ts_ms,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,ax_g,ay_g,az_g
14179,-0.25,-1.34,0.16,0.06,0,0,0.024,-0.003,0.993
14249,-0.24,-1.34,0.16,0,0,0,0.024,-0.003,0.994
14319,-0.24,-1.34,0.16,0,0,-0.06,0.023,-0.005,0.993
14389,-0.24,-1.34,0.16,0,0,0,0.023,-0.004,0.994
14450,-0.24,-1.34,0.16,0.06,0,0,0.022,-0.004,0.994
14530,-0.24,-1.34,0.16,0,0,0,0.023,-0.004,0.994
14581,-0.24,-1.34,0.16,0.06,0,0,0.023,-0.004,0.993
14670,-0.24,-1.34,0.16,0,0,-0.06,0.024,-0.004,0.994
14740,-0.24,-1.34,0.16,0,0,0,0.023,-0.004,0.994
14801,-0.24,-1.34,0.16,0,0.06,0,0.024,-0.005,0.994
14861,-0.25,-1.34,0.16,-0.18,-0.18,0,0.023,-0.003,0.994
14931,-0.24,-1.34,0.16,0.18,0.06,0,0.024,-0.004,0.993
14980,-0.24,-1.34,0.16,0,0,0,0.024,-0.004,0.994
15051,-0.24,-1.36,0.16,0.06,0.06,0.06,0.023,-0.004,0.993
15111,-0.24,-1.36,0.16,0,-0.06,0,0.024,-0.004,0.993
15183,-0.24,-1.37,0.16,0,-0.12,0,0.023,-0.004,0.994
15231,-0.24,-1.37,0.16,0.06,-0.06,0,0.023,-0.004,0.993
15302,-0.24,-1.37,0.16,0,-0.06,0,0.023,-0.005,0.994
15362,-0.24,-1.37,0.16,0,0,-0.06,0.023,-0.005,0.994
15422,-0.24,-1.37,0.16,0.06,0,0,0.023,-0.004,0.994
15502,-0.24,-1.37,0.16,0,0,0,0.024,-0.004,0.994
15562,-0.24,-1.37,0.16,0,0,0,0.023,-0.004,0.993
15622,-0.25,-1.37,0.16,0,0,0,0.023,-0.005,0.994
15692,-0.25,-1.37,0.16,0,0,0,0.023,-0.004,0.993
15742,-0.25,-1.37,0.16,0.06,0,0,0.023,-0.005,0.994
15812,-0.25,-1.37,0.16,0,0,0,0.023,-0.005,0.994
15873,-0.24,-1.36,0.16,0.06,0,0,0.023,-0.004,0.993
15932,-0.24,-1.36,0.16,0,0,0,0.023,-0.005,0.994
16003,-0.24,-1.36,0.16,0,0,0,0.023,-0.005,0.994
16064,-0.24,-1.36,0.16,0.06,0.06,-0.06,0.023,-0.005,0.994
16123,-0.24,-1.35,0.16,0.06,0,0,0.023,-0.004,0.994
16194,-0.24,-1.35,0.16,0.06,0.06,-0.06,0.023,-0.004,0.993
16265,-0.24,-1.35,0.16,0,0.06,0,0.023,-0.004,0.993
16323,-0.24,-1.35,0.16,0,0,0,0.023,-0.005,0.993
16394,-0.24,-1.35,0.16,0,0,0,0.023,-0.005,0.993
16464,-0.24,-1.35,0.16,0,0,0,0.024,-0.004,0.993
16525,-0.24,-1.35,0.16,0.06,0,0,0.023,-0.004,0.993
16584,-0.24,-1.35,0.16,0,0,0,0.023,-0.004,0.994
16644,-0.24,-1.35,0.16,0,0,0,0.023,-0.004,0.994
16715,-0.24,-1.35,0.16,0,0,-0.06,0.024,-0.004,0.994
16766,-0.24,-1.35,0.16,0,0,0,0.023,-0.004,0.994
16824,-0.24,-1.35,0.16,0,0,0,0.023,-0.005,0.993
16895,-0.24,-1.35,0.16,0,0.06,0,0.023,-0.005,0.994
16955,-0.24,-1.35,0.16,0,0,0,0.023,-0.004,0.994
17026,-0.24,-1.35,0.16,0,0,0,0.023,-0.005,0.993
17085,-0.24,-1.35,0.16,0.06,0,-0.06,0.023,-0.005,0.994
17145,-0.24,-1.35,0.16,0,0,0,0.023,-0.005,0.993
17215,-0.24,-1.35,0.16,0.06,0,0,0.023,-0.005,0.993
17275,-0.24,-1.35,0.16,0.06,0,0,0.023,-0.005,0.994
17346,-0.24,-1.35,0.16,0.06,0,-0.06,0.023,-0.004,0.993
17406,-0.24,-1.35,0.16,0,0,0,0.024,-0.005,0.994
17466,-0.24,-1.35,0.16,0.06,0,0,0.023,-0.004,0.994
17537,-0.24,-1.35,0.16,0,0,0,0.023,-0.004,0.993
17596,-0.24,-1.35,0.16,0,0,0,0.023,-0.004,0.993
17656,-0.24,-1.35,0.16,0,0,0,0.024,-0.005,0.993
17717,-0.24,-1.35,0.16,-0.06,0.43,0,0.033,-0.005,0.994
17787,-0.24,-1.35,0.16,0,0.18,-0.12,0.041,-0.005,0.994
17848,-0.24,-1.34,0.16,0.06,0.06,-0.18,0.027,-0.006,0.994
17907,-0.24,-1.34,0.16,0,0,0.12,0.019,-0.006,0.994
17967,-0.24,-1.34,0.16,0.06,-0.12,-0.12,0.02,-0.004,0.997
18027,-0.25,-1.36,0.16,0,0.61,0.55,0.026,-0.004,0.992
18098,-0.24,-1.33,0.16,0.18,-0.06,-0.24,0.014,-0.012,0.993
18158,-0.24,-1.34,0.16,0,0,0.18,0.014,-0.006,0.996
18228,-0.24,-1.34,0.16,-0.06,0,0.12,0.016,0,0.996
18288,-0.25,-1.35,0.16,-0.06,0,-0.12,0.024,-0.002,0.996
18358,-0.24,-1.35,0.16,0.12,0,-0.12,0.026,-0.004,0.993
18419,-0.25,-1.35,0.16,-0.18,-0.06,0,0.025,-0.004,0.993
18489,-0.25,-1.34,0.16,0.06,-0.12,-0.49,0.028,-0.007,0.993
18539,-0.24,-1.36,0.16,0,0.12,-0.12,0.024,-0.001,0.993
18599,-0.24,-1.35,0.16,0.06,0.12,0.24,0.021,-0.001,0.994
18669,-0.25,-1.35,0.16,0,-0.18,-0.06,0.015,-0.003,0.993
18719,-0.24,-1.35,0.16,0.06,0.12,-0.06,0.031,-0.004,0.994
18790,-0.25,-1.33,0.16,0.12,-0.18,0.06,0.016,-0.008,0.994
18869,-0.25,-1.35,0.16,0,0.06,0.06,0.022,-0.004,0.995
18929,-0.25,-1.35,0.16,-0.06,0.12,0.12,0.028,-0.006,0.993
18989,-0.25,-1.35,0.16,0.06,-0.12,-0.31,0.026,-0.007,0.993
19050,-0.25,-1.36,0.16,-0.06,0,0.12,0.017,-0.005,0.995
19110,-0.25,-1.35,0.16,0.06,0,-0.06,0.027,-0.006,0.993
19179,-0.25,-1.35,0.16,0,0,0,0.024,-0.007,0.994
19230,-0.25,-1.35,0.16,0,-0.12,-0.06,0.024,-0.005,0.994
19300,-0.26,-1.35,0.16,0,-0.06,0.06,0.018,-0.006,0.993
19360,-0.26,-1.37,0.16,-0.12,0,0,0.029,-0.005,0.993
19420,-0.27,-1.35,0.16,-0.06,0.18,0,0.022,-0.01,0.994
19480,-0.27,-1.36,0.16,-0.12,0.06,0,0.027,-0.007,0.994
19551,-0.28,-1.35,0.16,0,-0.12,-0.06,0.022,-0.002,0.994
19611,-0.29,-1.36,0.16,-0.12,0.24,0.18,0.028,-0.006,0.994
19671,-0.3,-1.35,0.16,-0.24,0.06,-0.06,0.028,-0.007,0.992
19751,-0.3,-1.36,0.16,0.24,0.37,0.24,0.03,-0.007,0.996
19801,-0.26,-1.31,0.16,0.67,-0.67,-0.79,0.003,-0.005,0.99
19861,-0.25,-1.37,0.16,-0.18,0.49,0.37,0.018,0.002,0.99
19922,-0.25,-1.34,0.16,0.06,-0.12,-0.12,0.016,-0.006,0.992
20002,-0.24,-1.34,0.16,0,-0.06,0,0.022,-0.004,0.993
20052,-0.24,-1.34,0.16,0,0,0.06,0.023,-0.005,0.994
20111,-0.25,-1.34,0.16,0,0,0,0.023,-0.005,0.994
20191,-0.25,-1.34,0.16,0,0,0,0.023,-0.005,0.994
20252,-0.27,-1.36,0.14,-0.06,0.67,-0.06,0.053,-0.03,0.995
20313,-0.33,-1.4,0.28,0.37,-0.55,3.66,0.036,-0.017,0.998
20383,-0.4,-1.37,0.43,0.37,-0.31,1.4,0.031,-0.048,1
20444,-0.52,-1.44,0.61,0.49,-0.12,3.66,0.038,-0.043,1
20513,-0.71,-1.45,0.97,0.55,-1.16,4.7,0.039,-0.062,0.991
20583,-0.99,-1.31,1.1,-0.18,-1.04,-3.3,-0.046,-0.09,1.004
20643,-1.21,-1.1,0.55,0.43,0.12,-16.6,-0.052,-0.067,0.985
20713,-1.31,-0.92,-1.2,0.18,0.73,-30.21,-0.016,-0.055,0.99
20763,-1.28,-0.79,-3.03,1.34,-0.79,-38.76,0.002,-0.022,1.005
20825,-1.17,-0.81,-5.33,-0.49,-1.83,-35.83,-0.003,-0.002,1.022
20894,-0.83,-1.04,-7.75,2.26,-0.67,-32.53,0.033,0.027,0.974
20954,-0.49,-1.17,-9.7,0.43,-2.81,-31.56,0.047,0.066,1.06
21034,-0.05,-1.28,-11.95,2.81,-2.62,-25.51,0.04,0.07,0.976
21094,0.15,-1.41,-13.28,0.31,1.4,-19.71,0.065,0.023,0.976
21154,0.32,-1.65,-14.05,-0.43,-2.2,-9.52,0.084,0.032,0.996
21224,0.43,-1.76,-14.29,0.49,-0.55,1.77,0.081,0.011,1.006
21295,0.48,-1.85,-13.93,-0.31,-0.67,6.84,0.033,0.018,0.994
21355,0.43,-1.89,-13.21,1.4,1.89,14.53,0.053,-0.008,0.969
21425,0.31,-1.98,-11.78,-0.24,1.65,26.12,0.07,-0.012,1.029
21475,0.21,-2.02,-10.31,0.37,1.95,31.56,0.072,-0.034,0.942
21545,0.09,-2.03,-7.73,0.49,1.22,41.44,0.074,0.021,1.005
21605,0.04,-2.07,-5.04,-0.24,-0.79,49.5,0.077,0.025,1.012
21665,-0.01,-2.25,-1.87,-0.61,-1.46,56.09,0.054,0.037,0.973
21735,-0.05,-2.29,2.16,-0.79,0.43,57.68,0.02,0.048,0.986
21806,-0.11,-2.28,6.12,0.55,-1.1,53.34,0.026,0.03,0.969
21886,-0.07,-2.11,10.17,-0.24,-0.55,43.7,-0.017,0.03,1.004
21946,-0.05,-1.92,12.52,0.12,0.37,33.45,-0.048,0.017,0.99
22006,-0.04,-1.69,14.12,-0.79,0.98,20.14,-0.047,0.009,1.005
22068,-0.03,-1.43,14.8,0,1.28,2.75,-0.016,-0.014,0.988
22126,-0.06,-1.17,14.63,-0.43,-1.46,-10.5,-0.039,-0.033,0.988
22186,-0.12,-0.97,13.63,0,0,-23.38,-0.033,-0.014,1.003
22246,-0.21,-0.73,11.8,-0.49,-0.06,-36.01,-0.073,-0.062,0.942
22317,-0.26,-0.49,8.59,0.31,-0.85,-52.73,-0.055,-0.036,1.006
22378,-0.3,-0.38,5.09,-0.98,1.1,-60.73,-0.019,-0.011,0.937
22447,-0.27,-0.36,0.64,-1.95,1.46,-64.51,-0.006,0.013,0.973
22517,-0.12,-0.37,-3.82,0.49,-1.04,-62.38,0.026,0.045,0.975
22577,0.15,-0.44,-7.47,0.24,-0.43,-60.67,0.013,0.069,0.969
22637,0.3,-0.52,-10.31,1.1,2.01,-56.88,0.026,0.058,1.045
22697,0.49,-0.66,-13.78,-0.37,0.55,-45.17,0.073,0.037,1.002
22768,0.58,-0.9,-16.2,-0.43,0.67,-26.73,0.12,0.022,1.006
22828,0.61,-1.15,-17.29,0.73,-1.16,-9.64,0.097,-0.012,0.997
22888,0.54,-1.37,-17.33,-0.24,3.05,6.47,0.075,-0.016,0.971
22958,0.42,-1.55,-16.33,0.31,1.95,17.33,0.07,-0.014,0.979
23028,0.33,-1.65,-14.43,1.77,2.44,31.01,0.071,-0.001,1.008
23098,0.26,-1.82,-11.76,0.79,-0.61,42.97,0.085,0.003,0.993
23170,0.23,-1.85,-8.43,0.18,1.59,51.39,0.051,0.041,1.028
23229,0.23,-1.9,-5.21,-1.22,-1.04,56.82,0.073,0.043,1.019
23299,0.2,-2.13,-0.97,-1.04,-1.95,62.62,0.057,0.033,0.987
23349,0.21,-2.13,2.13,-0.55,-0.92,61.46,-0.006,0.078,1.07
23429,0.22,-2.08,6.84,-0.18,-1.77,53.65,-0.004,0.029,0.974
23489,0.21,-1.91,9.8,-0.12,0.67,43.4,-0.022,0.032,0.976
23559,0.24,-1.7,12.42,-0.12,0,32.96,-0.03,0.022,1.009
23619,0.19,-1.47,13.8,0.31,-1.04,18.55,-0.047,-0.003,1
23680,0.15,-1.24,14.28,0.18,0.12,3.54,-0.062,-0.01,0.99
23750,0.06,-1.07,13.89,0.31,-0.18,-11.35,-0.025,-0.018,0.999
23810,-0.04,-0.93,12.91,-0.55,0.43,-21.67,-0.042,-0.037,0.991
23870,-0.13,-0.79,11.32,1.28,-0.37,-30.88,-0.027,-0.045,0.996
23930,-0.18,-0.57,8.98,0.61,-0.73,-46.39,-0.07,-0.021,1.01
24000,-0.21,-0.43,5.31,-0.79,1.89,-57.25,-0.028,-0.016,0.943
24070,-0.19,-0.37,1.12,-0.92,-0.06,-62.26,0.01,0.038,0.963
24130,-0.09,-0.38,-2.54,-0.55,-0.12,-60.12,0.009,0.032,0.946
24211,0.21,-0.51,-7.15,0.31,0.73,-57.13,0.006,0.075,1
24271,0.46,-0.6,-10.37,-0.37,2.81,-49.32,0.07,0.06,0.986
24341,0.63,-0.76,-13.45,-0.06,-1.89,-38.76,0.065,0.054,0.987
24431,0.74,-1.05,-15.93,1.53,-1.1,-14.89,0.072,0.021,0.972
24501,0.73,-1.35,-16.36,0.12,1.53,1.34,0.114,0.005,0.988
24552,0.62,-1.49,-15.86,-0.06,-0.24,14.34,0.077,-0.009,1.007
24611,0.54,-1.59,-14.68,0.61,2.08,26.25,0.089,-0.013,0.982
24662,0.42,-1.67,-13.29,0.49,0.92,30.33,0.083,-0.028,0.982
24732,0.29,-1.82,-10.55,0.31,-1.04,45.59,0.064,-0.004,0.958
24812,0.2,-1.88,-6.59,0,1.77,52.67,0.048,0.026,0.986
24872,0.14,-1.93,-3.33,-0.79,0.31,57.68,0.069,0.016,0.978
24932,0.07,-2.08,0.17,-1.4,-3.97,59.33,0.027,0.035,0.959
24992,0.05,-2.12,3.65,-0.12,-0.37,56.03,0.014,0.063,0.976
25062,0.09,-2.1,6.97,-0.49,-0.61,53.04,-0.022,0.022,0.998
25133,0.14,-1.96,10.84,-0.61,0.06,41.5,-0.036,0.028,1.013
25183,0.11,-1.79,12.69,-1.04,-0.98,32.84,-0.057,-0.002,1
25243,0.14,-1.57,14.13,0.31,-0.06,19.29,-0.026,0.019,0.996
25303,0.06,-1.31,14.64,-0.49,0.67,3.3,-0.056,-0.025,0.979
25363,0.05,-1.21,14.34,-0.37,0.24,-10.07,-0.051,-0.014,0.992
25423,-0.02,-1.09,13.41,-0.79,-0.49,-18.74,0.008,0.006,1.013
25503,-0.14,-0.87,11.36,0.43,1.95,-31.31,-0.023,-0.039,0.959
25564,-0.31,-0.63,9.05,-0.61,0.31,-43.46,-0.067,-0.044,0.94
25634,-0.35,-0.47,5.39,0.24,-0.37,-57.74,-0.011,-0.008,1.032
25704,-0.3,-0.36,1.08,-1.16,0.12,-62.62,0.02,0.032,1.062
25764,-0.28,-0.38,-2.61,-2.32,0.37,-59.57,0.023,0.036,0.97
25834,-0.07,-0.48,-6.57,0.43,-0.55,-53.22,0.03,0.054,0.982
25894,0.14,-0.6,-9.64,0,-0.98,-48.34,0.026,0.075,1.054
25954,0.35,-0.73,-12.24,-0.06,1.34,-40.95,0.05,0.057,0.996
26015,0.48,-0.86,-14.33,-0.98,2.2,-29.36,0.087,0.028,0.984
26075,0.56,-1.04,-15.65,-0.43,0.37,-15.93,0.087,0.023,1.001
26135,0.54,-1.29,-16.11,-0.24,1.22,-0.61,0.123,-0.013,0.999
26205,0.44,-1.55,-15.42,-0.98,-1.22,16.11,0.099,-0.001,0.999
26275,0.3,-1.65,-13.77,0.79,-0.12,28.81,0.071,-0.028,0.962
26345,0.16,-1.74,-11.35,0.31,1.65,38.02,0.063,-0.01,1.017
26395,0.05,-1.83,-9.1,0.85,1.89,47.3,0.07,-0.018,0.981
26455,0.02,-1.86,-5.97,0.37,1.95,55.05,0.067,0.004,1.021
26515,-0.01,-1.88,-2.63,-1.4,-2.56,56.52,0.025,0.028,1
26576,-0.11,-1.92,0.75,-1.53,-1.4,55.66,0.017,0.024,0.971
26657,-0.1,-1.86,4.92,-1.22,-0.18,49.19,0.001,0.044,0.974
26716,-0.05,-1.81,7.68,0.18,0.12,43.7,0.009,0.044,0.984
26796,-0.02,-1.66,10.7,0.31,-0.49,33.81,-0.045,0.008,1.005
26876,0.04,-1.44,12.56,-0.12,-0.37,16.11,-0.008,0.028,0.991
26966,0.02,-1.27,13.25,0,0.37,-0.24,-0.002,0.004,1.001
27037,-0.04,-1.09,12.86,-0.55,-0.55,-9.77,-0.03,-0.022,1.001
27097,-0.14,-0.97,11.96,-0.61,1.16,-17.03,-0.021,-0.036,1.011
27167,-0.27,-0.75,10.15,-0.49,-0.06,-31.68,-0.057,-0.061,0.956
27227,-0.43,-0.51,7.78,0.85,0.37,-47.85,-0.058,-0.048,0.949
27308,-0.47,-0.35,3.45,0,2.26,-60.06,-0.019,-0.012,0.996
27369,-0.42,-0.36,-0.13,-0.24,-1.1,-60.12,-0.009,0.003,1.021
27427,-0.38,-0.44,-3.54,-1.65,-0.12,-52.12,0.05,0.031,0.999
27487,-0.26,-0.56,-6.59,-0.31,-1.28,-47.06,0.056,0.035,0.982
27548,-0.07,-0.72,-9.29,-1.16,-0.55,-40.95,0.06,0.064,1.022
27608,0.07,-0.85,-11.43,0.24,-0.37,-31.31,0.045,0.039,1.003
27678,0.19,-0.99,-13.16,1.04,1.16,-20.2,0.056,0.013,1.002
27759,0.23,-1.33,-13.7,-0.12,0.31,-0.43,0.109,0.016,1.02
27808,0.21,-1.49,-13.13,0.49,1.04,14.71,0.078,-0.008,0.968
27878,0.18,-1.62,-11.62,-0.85,1.04,24.78,0.06,0.006,0.959
27928,0.1,-1.7,-10.03,0.43,-0.37,36.13,0.075,0.011,1.009
27989,0.01,-1.79,-7.62,-0.18,1.34,43.58,0.057,0.001,0.969
28069,-0.05,-1.79,-3.77,0.79,1.53,51.76,0.063,0.029,1.019
28139,-0.12,-1.82,0.02,-0.37,-0.06,55.79,0.056,-0.007,0.96
28199,-0.2,-1.96,3.53,-0.55,-3.23,60.24,0.039,0.011,0.969
28269,-0.27,-1.92,7.6,-0.67,0.18,58.11,0.036,0.011,0.971
28339,-0.36,-1.87,11.5,-0.85,-1.65,53.65,0.009,0.013,0.976
28530,-0.33,-1.66,20.46,1.59,1.04,42.24,0.009,0.011,1.013
28600,-0.26,-1.54,23.27,0.98,0.92,38.51,-0.01,0.033,1.006
28661,-0.3,-1.42,25.37,-0.24,0.43,34.3,0.011,0.01,1.013
28720,-0.36,-1.31,27.19,0.18,1.59,28.93,0.01,-0.001,1.003
28811,-0.49,-1.36,29.71,0.67,-0.85,28.56,0.02,-0.021,1
28871,-0.57,-1.36,31.33,-0.85,1.1,26.92,0.059,0.008,0.974
28931,-0.57,-1.35,32.94,0.24,0.92,26.92,0.01,-0.03,0.982
29001,-0.53,-1.26,34.73,2.01,2.08,25.82,0.035,0.015,1.017
29071,-0.58,-1.14,36.25,0.43,1.28,19.04,0.01,-0.014,1.005
29121,-0.63,-1.02,37,-1.34,0.85,12.15,-0.029,-0.03,0.985
29191,-0.72,-0.88,37.56,-0.24,0.12,3.78,-0.044,-0.043,0.956
29262,-0.81,-0.76,37.52,-1.95,-0.18,-2.93,-0.013,-0.034,0.98
29311,-0.77,-0.65,37.16,-0.12,1.16,-9.7,-0.013,0.005,1.004
29381,-0.66,-0.6,36.41,0.98,-0.24,-10.86,0.02,0.02,0.98
29452,-0.6,-0.7,35.79,1.71,0.85,-7.93,0.021,-0.006,1.01
29522,-0.49,-0.74,35.32,0.67,0.85,-7.2,0.014,0.009,1.019
29582,-0.33,-0.86,35.05,1.28,-2.14,-4.33,0.021,0.032,0.997
29642,-0.21,-0.96,34.97,0.12,-1.16,0.12,0.032,0.042,0.987
29702,-0.15,-1.06,35.12,-0.24,-1.16,3.48,0.049,0.025,1.013
29793,-0.08,-1.1,35.77,0.43,-0.24,9.52,0.019,0.015,1.001
29852,-0.07,-1.15,36.53,1.22,1.83,15.14,0.042,-0.011,0.969
29933,-0.05,-1.23,38.01,1.1,-0.37,21,0.035,0.009,0.992
30003,-0.04,-1.24,39.69,-0.31,0,26.12,0.046,-0.001,0.988
30063,-0.03,-1.24,41.43,-0.31,1.4,30.52,0.025,0.002,1.006
30133,-0.01,-1.25,43.73,-1.28,-0.31,34.79,0.015,0.012,1.033
30183,-0.07,-1.3,45.48,-0.37,-0.37,35.22,0.048,-0.006,0.965
30244,-0.11,-1.31,47.77,-0.06,1.89,40.16,0.052,-0.009,0.994
30303,-0.13,-1.29,50.15,1.04,0,39.73,0.018,0.003,1.01
30364,-0.14,-1.31,52.56,-0.37,-0.49,42.05,0.04,0.002,1.004
30434,-0.15,-1.25,55.33,-0.37,0.92,39,0.023,0.002,0.971
30494,-0.13,-1.23,57.69,0.55,0.61,38.21,0.012,0.02,1.002
30555,-0.11,-1.19,59.99,-0.49,-0.24,37.72,0.004,0.014,0.969
30614,-0.09,-1.13,62.08,0.24,1.1,31.86,0.011,0.012,0.95
30674,-0.04,-1.04,64.02,-0.49,0.06,31.07,0.032,0.032,0.999
30744,0.02,-1.09,66.16,-0.18,-0.92,30.58,0.019,0.043,1.009
30805,0.01,-1.16,67.99,0.49,-1.83,29.6,0.017,0.012,0.987
30856,0,-1.18,69.49,-0.73,-2.87,27.53,0.007,0.025,0.989
30925,-0.01,-1.21,71.39,-0.92,-0.31,26,0.015,0.007,0.989
30995,-0.02,-1.2,73.11,0.06,0.43,23.38,-0.003,0.006,1.002
31075,-0.08,-1.17,74.71,-0.67,-0.43,16.3,0.005,0.015,1.014
31135,-0.16,-1.05,75.51,-0.61,-1.22,9.28,-0.03,-0.032,0.988
31196,-0.23,-1.03,75.98,-0.79,0,6.53,-0.003,-0.026,0.983
31265,-0.35,-0.89,76.15,-0.73,-0.12,-1.46,-0.036,-0.046,0.985
31326,-0.41,-0.74,75.73,0.79,-0.79,-9.52,-0.023,-0.021,1.008
31386,-0.36,-0.68,74.91,1.46,0.85,-15.2,-0.02,-0.017,0.991
31456,-0.33,-0.65,73.73,-0.79,0.43,-15.99,0.034,0.007,0.974
31527,-0.27,-0.77,72.77,-1.04,-1.71,-11.6,0.018,0.01,0.998
31586,-0.19,-0.78,72.12,-1.53,-0.79,-10.25,0.026,0.042,1.009
31647,-0.07,-0.84,71.53,0.18,-1.16,-9.4,0.032,0.035,1.012
31726,0.14,-0.95,71,-0.79,-1.16,-4.39,0.049,0.023,0.993
31787,0.2,-1,70.98,-0.31,0.79,1.22,0.047,-0.002,0.981
31848,0.24,-1.09,71.34,1.28,0.18,7.63,0.033,0.015,0.986
31917,0.2,-1.13,72.11,-0.31,-0.73,13.98,0.03,0.014,1.003
31977,0.14,-1.26,73.18,0.18,0.55,21.61,0.057,-0.002,0.985
32037,0.1,-1.32,74.73,-0.67,1.22,29.42,0.046,-0.013,0.99
32098,0.06,-1.38,76.6,0.85,0.31,34.85,0.039,0.011,0.983
32167,0.03,-1.37,79.09,0.12,0.67,36.38,0.013,0.012,1.003
32237,-0.04,-1.45,81.78,-0.43,-0.31,39.55,0.038,0.018,0.997
32288,-0.11,-1.55,83.84,-0.43,-1.83,41.99,0.023,0.008,1.002
32358,-0.15,-1.6,86.8,0.31,-0.61,40.34,0.036,0.004,1.007
32418,-0.16,-1.61,89.27,0.24,0.61,41.5,0.034,0.005,1.015
32498,-0.19,-1.57,92.42,0.61,0.49,37.72,0.021,0.029,1
32558,-0.2,-1.5,94.56,-1.04,-1.59,33.45,0.024,0.026,0.991
32618,-0.16,-1.44,96.47,0.85,1.46,30.21,0.014,0.023,1.002
32688,-0.08,-1.4,98.49,0.85,-0.43,28.26,0.03,0.037,0.982
32759,-0.01,-1.36,100.47,1.59,0.18,27.47,-0.002,0.005,1.011
32819,0.03,-1.38,102.18,1.65,0.24,26.98,0.025,0.029,0.989
32899,0.03,-1.42,104.44,-0.55,-0.98,28.08,0.002,0.008,1.003
32959,0.04,-1.43,106.16,-0.12,-0.37,28.99,0.006,0.02,1.025
33029,0.02,-1.39,108.12,-0.43,1.83,27.89,0.03,0.021,0.993
33109,-0.06,-1.41,110.48,-0.73,-0.98,30.88,-0.001,-0.002,1.028
33179,-0.15,-1.4,112.73,-0.31,1.77,32.59,0.024,-0.01,1.009
33240,-0.22,-1.42,114.75,0.61,0.12,33.94,0.019,-0.038,0.956
33310,-0.29,-1.37,117.11,1.22,0.37,32.71,-0.002,-0.023,1.022
33380,-0.31,-1.22,119.17,1.22,1.71,26,-0.001,0.011,0.995
33440,-0.34,-1.21,119.42,-0.43,1.89,16.66,-0.013,-0.028,0.991
33510,-0.47,-0.99,121.26,-0.98,-1.71,8.36,-0.008,-0.013,0.97
33581,-0.55,-1.05,121.54,-1.53,-2.93,1.1,-0.001,-0.002,1.003
33650,-0.45,-0.98,121.46,-1.16,-4.03,-5.19,-0.002,0.005,0.982
33760,-0.36,-0.99,120.95,-0.79,0.49,-8.24,0.022,0.024,0.999
33851,-0.36,-0.99,120.95,-1.59,-0.67,-5.19,0.033,0.044,0.987
33941,-0.36,-0.99,120.95,-0.73,0.24,-3.42,0.018,0.041,0.998
34002,0.18,-1.16,119.51,-0.49,0.98,-0.85,0.035,0.03,0.993
34061,0.21,-1.15,119.53,-0.18,0.12,1.46,0.04,0.011,0.994
34132,0.21,-1.15,119.53,-0.18,1.04,5,0.031,0.001,0.976
34192,0.21,-1.15,119.53,0.92,0.06,10.25,0.037,-0.006,0.997
34252,0.03,-1.32,121.16,0.73,1.71,17.09,0.06,-0.026,0.979
34332,-0.1,-1.49,122.93,0.37,-0.73,25.27,0.065,-0.026,0.996
34392,-0.14,-1.55,124.66,0.67,2.2,31.62,0.057,-0.021,1.01
34452,-0.15,-1.54,126.64,0.98,-1.28,35.34,0.039,0.002,1.019
34553,-0.18,-1.48,130.15,-0.49,2.08,34.55,0.023,0.009,1.021
34603,-0.19,-1.41,131.83,0,1.4,34.06,0.024,0.01,1.034
34673,-0.15,-1.36,134.16,-0.55,0.49,33.33,0.014,0.032,1.019
34743,-0.06,-1.25,136.42,0.92,1.89,31.37,0.021,0.029,1.03
34813,0.07,-1.23,138.62,0.12,-0.55,31.86,0.041,0.024,0.968
34883,0.13,-1.32,140.98,-0.24,0.37,34.55,0.04,0.033,1.023
34953,0.13,-1.41,143.45,-0.73,-2.01,34.18,0.026,0.029,0.978
35013,0.14,-1.41,145.61,1.16,2.01,35.77,0.019,0.009,0.987
35073,0.11,-1.44,147.78,0.61,0.79,36.38,0.023,0.021,1.005
35153,-0.01,-1.51,150.7,-0.18,-1.65,37.23,0.054,0.011,0.986
35214,-0.07,-1.52,152.97,-0.43,-0.73,38.64,-0.018,-0.018,1.021
35274,-0.14,-1.54,155.29,-0.12,-0.92,37.96,0.032,-0.013,0.962
35334,-0.26,-1.45,157.43,-0.73,-0.43,33.08,0.02,-0.033,1.011
35414,-0.37,-1.28,159.68,-1.83,-0.61,23.86,-0.03,-0.021,1.002
35475,-0.47,-1.11,160.76,-0.12,1.65,14.4,-0.004,-0.012,0.981
35534,-0.58,-0.98,161.28,0.49,-0.18,3.23,-0.026,-0.026,1.02
35595,-0.68,-0.9,161.21,-0.98,-3.3,-4.58,-0.008,-0.009,1.003
35665,-0.6,-0.8,160.41,0.98,1.65,-14.95,-0.022,-0.003,1.002
35725,-0.48,-0.64,159.13,1.22,-0.49,-23.62,-0.03,0.009,0.977
35795,-0.34,-0.65,157.34,-0.67,-1.83,-25.63,0,0.023,1.014
35865,-0.24,-0.66,155.55,-2.2,0.85,-23.93,0.023,0.032,0.985
35935,-0.08,-0.82,154.17,-0.73,1.28,-16.97,0.051,0.014,0.999
36016,0.07,-0.96,153.01,0.92,-0.43,-10.13,0.046,0.041,1.006
36077,0.1,-0.99,152.46,0.12,0.85,-5.19,0.059,0.013,0.978
