ts_ms,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,ax_g,ay_g,az_g
63273,-0.2,-1.71,13.52,-0.49,-1.71,39.49,0.001,0.022,1
63333,-0.16,-1.55,15.56,0.85,-0.31,30.46,-0.034,0.001,0.998
63373,-0.14,-1.45,16.61,-0.06,0.06,22.71,-0.025,0.015,0.996
63393,-0.14,-1.4,17.05,-0.06,0.06,22.71,-0.021,-0.007,1.007
63454,-0.15,-1.28,18.01,-0.12,-0.55,13.37,0.012,-0.016,0.991
63473,-0.18,-1.26,18.23,-0.37,-0.37,9.03,-0.016,-0.024,1
63543,-0.26,-1.15,18.7,-0.12,0.18,4.64,0.009,-0.01,0.98
63543,-0.26,-1.15,18.7,-0.12,0.18,4.64,0.009,-0.01,0.98
63623,-0.42,-1.12,18.86,-0.12,-1.77,1.34,-0.001,-0.029,0.979
63633,-0.43,-1.12,18.87,-0.24,1.04,0.92,0.033,-0.014,1.013
63735,-0.55,-0.96,18.35,0.43,-0.43,-10.31,-0.002,-0.009,1.04
63735,-0.55,-0.96,18.35,0.43,-0.43,-10.31,-0.002,-0.009,1.04
63784,-0.6,-0.8,17.55,-0.79,0.24,-19.53,-0.071,-0.037,0.977
63794,-0.61,-0.77,17.33,1.04,0.79,-21.79,-0.03,-0.044,0.95
63864,-0.64,-0.68,15.52,0.79,0.73,-28.02,-0.004,-0.033,0.958
63864,-0.64,-0.68,15.52,0.79,0.73,-28.02,-0.004,-0.033,0.958
63934,-0.6,-0.65,13.4,-0.18,0.61,-30.94,0.027,0.007,0.999
63984,-0.55,-0.69,11.93,0.73,1.83,-29.42,0.034,0.023,0.943
63994,-0.55,-0.7,11.67,-0.92,-0.98,-26.37,0.009,0.006,0.981
64054,-0.5,-0.71,10.15,-2.14,0.49,-23.86,0.031,0.026,1.035
64054,-0.5,-0.71,10.15,-2.14,0.49,-23.86,0.031,0.026,1.035
64124,-0.37,-0.85,8.71,0.31,-2.08,-17.94,0.043,0.012,1.026
64184,-0.25,-0.97,7.93,-1.04,1.65,-11.29,0.052,-0.002,0.96
64194,-0.21,-0.99,7.85,0.98,0.43,-8.18,0.052,-0.002,0.96
64255,-0.1,-1.02,7.56,1.1,3.72,-1.4,0.057,0.004,0.958
64275,-0.09,-1.03,7.57,-1.65,-0.55,2.01,0.06,0.032,1.019
64345,-0.04,-1.1,7.94,-1.4,-0.06,9.16,0.049,0.018,1.019
64345,-0.04,-1.1,7.94,-1.4,-0.06,9.16,0.049,0.018,1.019
64415,-0.07,-1.3,9.06,0.06,-1.53,21.91,0.083,-0.004,0.986
64486,-0.12,-1.48,10.93,1.22,0.92,30.21,0.055,0,0.961
64515,-0.19,-1.54,11.91,-0.06,1.89,32.35,0.056,-0.01,1.019
64535,-0.22,-1.55,12.57,-1.4,-2.01,33.33,0.024,0.001,0.964
64595,-0.32,-1.64,14.79,-2.01,-0.31,38.45,0.038,0.008,1.007
64605,-0.34,-1.64,15.17,-2.01,-0.31,38.45,0.038,0.008,1.007
64655,-0.39,-1.76,17.28,1.1,0.31,44.31,0.05,-0.006,1.037
64676,-0.4,-1.77,18.19,0.98,-0.73,46.33,0.045,-0.004,0.984
64746,-0.45,-1.88,21.69,0.79,0.12,52.43,0.063,-0.012,1.003
64756,-0.45,-1.89,22.22,1.34,-0.67,53.47,0.047,0.003,0.983
64816,-0.45,-1.88,25.49,0.24,0.12,54.81,0.027,0.006,1.021
64816,-0.45,-1.88,25.49,0.24,0.12,54.81,0.027,0.006,1.021
64876,-0.48,-1.75,28.66,0.43,0.37,49.93,0.022,0.017,0.989
64956,-0.48,-1.61,32.52,-1.46,-1.65,45.35,0.008,0.002,0.993
64956,-0.48,-1.61,32.52,-1.46,-1.65,45.35,0.008,0.002,0.993
65016,-0.49,-1.55,35.21,1.04,0.49,41.75,0.018,0.01,1.012
65046,-0.51,-1.51,36.46,-0.31,-0.43,41.81,-0.001,-0.001,0.957
65107,-0.42,-1.34,38.67,1.53,1.34,34.3,0.006,0.019,0.973
65117,-0.41,-1.33,39,0.31,0.24,32.53,0.005,0.019,1.012
65166,-0.36,-1.17,40.53,0.12,0.31,29.36,-0.03,0.012,0.999
65217,-0.34,-1.13,41.88,-0.31,1.95,25.33,0.024,0.022,0.983
65237,-0.32,-1.12,42.39,1.28,0,25.88,0.038,-0.001,0.967
65297,-0.25,-1.05,43.85,0.31,0.24,22.71,0.004,-0.011,0.985
65297,-0.25,-1.05,43.85,0.31,0.24,22.71,0.004,-0.011,0.985
65367,-0.21,-1.04,45.52,0,0.73,23.44,0.03,0.013,1.004
65417,-0.19,-1.07,46.79,-0.61,-0.18,25.57,0.021,-0.006,1.006
65437,-0.2,-1.05,47.31,1.1,0.49,25.88,-0.002,-0.013,1.011
65487,-0.2,-1.01,48.63,0.18,-0.24,25.7,0.014,-0.008,1.007
65507,-0.14,-0.99,49.14,0.79,1.59,25.94,0.032,0.044,1.007
65577,-0.12,-0.91,51.06,0.24,0.18,27.77,0.043,0.008,0.979
65617,-0.1,-0.87,52.15,0.12,0.73,28.44,0.013,-0.012,0.97
65638,-0.13,-0.86,52.72,-0.18,-0.24,27.83,0,-0.021,0.98
65698,-0.13,-0.9,54.51,0.67,0.73,29.85,0.012,-0.013,1.017
65708,-0.13,-0.88,54.82,0.67,0.73,29.85,0.012,-0.013,1.017
65769,-0.23,-0.91,56.59,-0.06,-2.62,28.87,0.006,-0.013,0.964
65778,-0.24,-0.87,56.83,0.18,1.22,24.78,-0.021,-0.02,1.009
65838,-0.32,-0.81,58.28,0.49,-1.77,21.42,-0.017,-0.009,0.98
65900,-0.46,-0.75,59.31,-1.53,-2.62,11.6,-0.027,-0.05,0.954
65900,-0.46,-0.75,59.31,-1.53,-2.62,11.6,-0.027,-0.05,0.954
65968,-0.58,-0.74,59.98,0.49,-0.55,7.14,-0.006,-0.015,0.968
66018,-0.6,-0.7,60.12,-0.61,-1.53,-0.92,-0.05,0.007,0.976
66028,-0.59,-0.68,60.11,-0.61,-1.53,-0.92,-0.05,0.007,0.976
66088,-0.52,-0.61,59.78,1.1,1.22,-7.14,0.001,-0.002,1.008
66138,-0.39,-0.57,59.33,0.73,-1.83,-10.56,0.001,0.023,0.969
66149,-0.36,-0.58,59.22,0.73,-1.83,-10.56,0.001,0.023,0.969
66209,-0.22,-0.54,58.49,-0.67,0.06,-11.05,0.003,0.025,1.01
66249,-0.1,-0.6,58.01,-0.31,0.61,-13.37,0.027,0.047,0.973
66279,-0.04,-0.65,57.74,1.65,-1.53,-9.77,0.013,0.038,0.986
66340,0.04,-0.79,57.34,-0.43,-1.22,-6.65,0.029,0.043,1.002
66370,0.1,-0.79,57.16,0.18,-1.53,-5.68,0.014,0.033,0.988
66429,0.19,-0.87,56.95,-0.67,1.46,-2.99,0.02,0.03,0.991
66429,0.19,-0.87,56.95,-0.67,1.46,-2.99,0.02,0.03,0.991
66489,0.22,-0.91,56.9,-0.12,0.85,0.06,0.031,0.025,1.003
66549,0.23,-0.93,57.02,0.18,0.85,2.81,0.047,-0.011,0.985
66549,0.23,-0.93,57.02,0.18,0.85,2.81,0.047,-0.011,0.985
66641,0.14,-1.05,57.73,1.16,-0.18,12.88,0.047,-0.016,0.995
66641,0.14,-1.05,57.73,1.16,-0.18,12.88,0.047,-0.016,0.995
66700,0.04,-1.15,58.74,0.67,0.85,19.29,0.048,-0.02,0.993
66710,0.04,-1.16,58.95,0.49,-0.18,21.24,0.052,-0.01,0.994
66780,-0.03,-1.32,60.8,0.24,0.24,29.79,0.058,-0.014,0.994
66790,-0.04,-1.33,61.13,0.18,0.43,32.47,0.048,-0.012,0.982
66850,-0.13,-1.4,63.19,0.06,1.4,34.91,0.044,-0.005,0.972
66900,-0.15,-1.4,65.07,0.12,-0.06,38.39,0.024,0.02,0.994
66910,-0.16,-1.38,65.46,0.55,3.05,39.43,0.051,-0.012,0.993
66970,-0.18,-1.3,67.8,0.06,-0.31,39.92,0.022,0.009,1.007
67031,-0.21,-1.31,70.15,-0.12,-0.55,39.25,0.02,0.015,0.987
67041,-0.21,-1.31,70.54,-0.12,-0.55,39.25,0.02,0.015,0.987
67101,-0.24,-1.35,72.91,-0.06,1.28,38.94,0.035,0.02,1.012
67101,-0.24,-1.35,72.91,-0.06,1.28,38.94,0.035,0.02,1.012
67151,-0.21,-1.38,74.83,-0.43,-1.22,37.78,0.014,0.023,0.997
67221,-0.16,-1.38,77.38,-0.67,-1.16,35.83,0.017,0.044,1.004
67221,-0.16,-1.38,77.38,-0.67,-1.16,35.83,0.017,0.044,1.004
67281,-0.09,-1.39,79.5,-0.12,-0.24,34.42,0.029,0.041,0.981
67331,-0.01,-1.42,81.22,0.73,1.46,34.61,0.02,0.043,1
67341,0.01,-1.4,81.56,0.73,1.46,34.61,0.02,0.043,1
67411,0.06,-1.42,83.9,-0.73,-1.83,33.75,0.021,0.023,0.987
67461,0.11,-1.42,85.57,-0.06,-0.55,32.84,0.008,0.024,1.004
67471,0.11,-1.42,85.91,0.18,0.37,33.2,0.023,0.016,0.988
67532,0.15,-1.42,87.97,0.24,-0.24,34.48,0.011,0.006,0.997
67592,0.13,-1.43,90.09,0.12,-2.38,36.01,0.026,-0.031,0.972
67612,0.1,-1.42,90.8,0.49,2.38,34.24,0.002,0,1.004
67662,0.03,-1.46,92.59,-0.55,-2.26,36.74,0.029,-0.026,0.978
67672,0.03,-1.45,92.96,0.73,2.38,36.56,0.029,-0.026,0.978
67732,-0.04,-1.48,95.23,0.24,-0.12,38.27,0.028,0.005,0.968
67772,-0.13,-1.44,96.71,0.92,0.43,34,-0.028,-0.038,0.999
67792,-0.16,-1.39,97.38,-0.61,0.18,33.08,0.011,0.006,0.979
67852,-0.24,-1.25,99.14,0.06,1.34,26.73,-0.018,-0.03,0.981
67862,-0.26,-1.21,99.41,0.06,1.34,26.73,-0.018,-0.03,0.981
67942,-0.38,-1.08,100.96,-0.85,-1.83,16.05,-0.02,-0.025,0.998
67972,-0.39,-1,101.31,-0.24,-0.98,8.85,-0.011,-0.018,0.97
67993,-0.42,-0.97,101.48,-0.31,0.79,8.06,-0.004,-0.035,1.016
68063,-0.52,-0.76,101.57,1.28,-1.71,-3.11,-0.038,-0.036,1.02
68053,-0.51,-0.77,101.6,1.28,-1.71,-3.11,-0.038,-0.036,1.02
68133,-0.51,-0.68,100.82,0.31,0.61,-14.22,-0.016,-0.016,0.989
68184,-0.48,-0.58,99.96,-1.04,2.2,-18.55,0.004,0.014,0.993
68194,-0.44,-0.59,99.75,0.85,-1.53,-20.81,0.004,0.021,0.983
68253,-0.33,-0.55,98.5,-0.61,0.49,-20.39,-0.005,0.03,0.993
68273,-0.29,-0.53,98.07,0.31,1.83,-22.22,0.018,0.033,1.017
68333,-0.16,-0.58,96.87,0.73,-2.32,-18.13,0.037,0.038,1.019
68374,-0.1,-0.7,96.26,0.98,-2.5,-14.28,0.028,0.038,1.025
68403,-0.03,-0.76,95.82,-0.92,-1.16,-14.59,0.02,0.048,0.999
68453,0.12,-0.89,95.23,1.22,-0.92,-11.66,0.04,0.049,0.987
68464,0.13,-0.92,95.13,1.22,-0.92,-11.66,0.04,0.049,0.987
68534,0.23,-0.97,94.65,-0.31,-0.31,-3.91,0.038,0.025,0.998
68594,0.29,-1.03,94.53,-0.55,-0.55,0,0.025,0.014,0.986
68604,0.29,-1.04,94.53,-0.55,-0.55,0,0.025,0.014,0.986
68656,0.29,-1.16,94.78,-0.18,-0.79,6.29,0.053,0.012,0.988
68674,0.29,-1.21,94.95,-0.67,-0.73,10.8,0.039,0.013,0.988
68734,0.26,-1.32,95.75,-0.43,-0.49,17.88,0.038,0,0.987
68745,0.25,-1.34,95.93,-0.43,-0.49,17.88,0.038,0,0.987
68805,0.16,-1.43,97.2,-1.34,0.79,22.58,0.046,-0.013,1
68854,0.08,-1.51,98.55,-0.61,-0.37,28.56,0.071,-0.004,0.981
68864,0.07,-1.53,98.83,-0.61,-0.37,28.56,0.071,-0.004,0.981
68924,-0.04,-1.62,100.78,-0.67,-1.04,33.39,0.063,-0.02,0.989
68974,-0.07,-1.63,102.65,0.43,1.95,39,0.032,-0.001,1.01
68986,-0.07,-1.6,103.04,0.43,1.95,39,0.032,-0.001,1.01
69046,-0.12,-1.64,105.5,1.04,0.24,40.59,0.04,-0.011,0.975
69105,-0.21,-1.68,108.14,-0.12,1.1,45.04,0.053,-0.008,0.974
69105,-0.21,-1.68,108.14,-0.12,1.1,45.04,0.053,-0.008,0.974
69166,-0.3,-1.71,110.87,-0.43,-0.55,45.65,0.046,-0.003,0.966
69215,-0.29,-1.68,113.13,-0.12,-0.67,43.03,0.017,0.024,0.989
69316,-0.21,-1.55,117.24,0.73,1.04,39.37,0.017,0.03,1.023
69316,-0.21,-1.55,117.24,0.73,1.04,39.37,0.017,0.03,1.023
69356,-0.16,-1.49,118.76,0.73,0.98,36.8,0.035,0.036,0.978
69376,-0.13,-1.49,119.5,0.67,-0.18,37.78,0.03,0.024,0.965
69435,-0.05,-1.48,121.7,0.43,-0.79,37.23,0.021,0.044,0.993
69435,-0.05,-1.48,121.7,0.43,-0.79,37.23,0.021,0.044,0.993
69506,0.07,-1.44,124.18,1.1,0.06,35.71,0.021,0.051,0.988
69526,0.07,-1.42,124.84,0.12,0.92,33.14,0.026,0.016,0.965
69577,0.12,-1.33,126.44,0.61,-1.4,31.49,0.03,0.019,0.995
69606,0.16,-1.31,127.35,0.37,1.46,29.85,0.012,0.034,0.965
69676,0.14,-1.25,129.43,-1.1,-0.55,28.56,0.006,0.024,0.999
69686,0.14,-1.25,129.72,-1.1,-0.55,28.56,0.006,0.024,0.999
69746,0.03,-1.3,131.49,-1.34,-0.12,30.09,0.035,-0.008,0.982
69757,0.02,-1.32,131.81,-0.73,-1.65,31.37,0.029,0.004,1.028
69826,-0.08,-1.44,134.1,0.85,0,35.52,0.048,0.006,0.979
69826,-0.08,-1.44,134.1,0.85,0,35.52,0.048,0.006,0.979
69886,-0.19,-1.46,136.23,0.79,-0.24,35.71,0.024,-0.001,1.017
69947,-0.27,-1.46,138.29,-0.67,-0.73,34.91,0.006,-0.021,0.982
69967,-0.29,-1.45,138.97,1.04,-0.79,33.87,0.001,-0.025,0.967
70027,-0.4,-1.37,140.77,0,0.12,26.73,-0.014,0.002,0.948
70037,-0.43,-1.36,141.02,-0.37,-0.92,25.09,-0.006,-0.044,0.951
70097,-0.53,-1.24,142.28,-0.55,-0.92,15.87,-0.037,-0.006,1.015
70107,-0.53,-1.21,142.44,-0.55,-0.92,15.87,-0.037,-0.006,1.015
70177,-0.66,-0.97,142.95,0.49,-2.32,1.77,-0.024,-0.01,1.03
70187,-0.66,-0.97,142.97,0.49,-2.32,1.77,-0.024,-0.01,1.03
70247,-0.6,-0.83,142.64,0.73,0.61,-7.57,-0.038,0,1.021
70297,-0.53,-0.73,141.92,0.98,-0.43,-16.24,-0.004,0.02,0.977
70338,-0.44,-0.74,141.21,0.79,-0.24,-18.13,-0.019,0.019,1.024
70388,-0.35,-0.77,140.26,-0.92,-0.67,-18.74,0.014,0.01,0.983
70398,-0.32,-0.76,140.05,0.06,1.65,-20.81,0.002,0.046,1.01
70459,-0.16,-0.75,138.86,0.06,-1.04,-20.63,0.008,0.053,1.013
70459,-0.16,-0.75,138.86,0.06,-1.04,-20.63,0.008,0.053,1.013
70549,0.12,-0.8,137.14,-1.04,0.18,-17.94,0.033,0.038,0.994
70549,0.12,-0.8,137.14,-1.04,0.18,-17.94,0.033,0.038,0.994
70618,0.27,-0.88,136.16,0.31,0.55,-9.46,0.044,0.032,0.99
70618,0.27,-0.88,136.16,0.31,0.55,-9.46,0.044,0.032,0.99
70698,0.3,-1.01,135.66,0.24,0.73,-1.71,0.062,-0.012,0.991
70718,0.29,-1.05,135.66,-0.31,-0.18,1.4,0.054,0.002,0.988
70791,0.23,-1.15,136.03,1.04,0.61,8,0.055,-0.012,1.004
70798,0.21,-1.16,136.13,-0.92,0.31,10.07,0.034,-0.015,0.997
70849,0.1,-1.25,136.77,-0.24,-0.06,14.65,0.071,-0.028,1.005
70869,0.09,-1.27,137.13,0.43,-0.24,17.88,0.044,-0.009,0.998
70940,-0.04,-1.43,138.87,1.28,-0.92,31.19,0.072,-0.025,1.003
70940,-0.04,-1.43,138.87,1.28,-0.92,31.19,0.072,-0.025,1.003
70999,-0.12,-1.54,140.96,0.18,0.55,37.6,0.045,-0.014,0.953
71059,-0.18,-1.6,143.39,0.49,2.87,42.05,0.062,-0.004,1.022
71069,-0.19,-1.59,143.81,0.49,2.87,42.05,0.062,-0.004,1.022
71129,-0.26,-1.64,146.41,-1.04,-3.05,45.41,0.038,-0.006,0.989
71199,-0.37,-1.7,149.47,-0.67,0.24,43.58,0.028,0.016,1.022
71199,-0.37,-1.7,149.47,-0.67,0.24,43.58,0.028,0.016,1.022
71269,-0.39,-1.69,152.41,-0.18,-0.67,41.56,0.023,0.019,0.95
71299,-0.39,-1.69,153.64,0.43,-0.37,41.14,0.024,0.009,0.958
71339,-0.37,-1.69,155.23,1.04,0.73,39.37,0.028,0.024,0.987
71380,-0.32,-1.66,156.79,0.79,0.79,38.02,0.012,0.025,0.989
71420,-0.29,-1.64,158.24,0.67,0.31,34.79,0.008,0.033,0.979
71451,-0.26,-1.63,159.27,-1.46,-1.1,34.18,0.021,0.04,0.962
71530,-0.12,-1.55,161.81,0.18,-0.85,29.66,0.021,0.04,0.969
71500,-0.19,-1.57,160.91,0.92,1.28,31.62,0.003,0.052,1.032
71541,-0.11,-1.54,162.13,-0.43,0.49,31.13,0.021,0.04,0.969
71620,-0.02,-1.46,164.43,0.79,-0.55,27.65,0.03,0.018,0.994
71630,-0.01,-1.46,164.71,0.79,-0.55,27.65,0.03,0.018,0.994
71700,0.02,-1.47,166.62,0.49,-0.55,28.63,0.049,0.008,0.978
71710,0.02,-1.48,166.9,0.49,-0.55,28.63,0.049,0.008,0.978
71770,-0.05,-1.51,168.7,-0.06,-1.04,29.85,0.028,-0.014,0.98
71820,-0.13,-1.56,170.32,0.61,1.16,33.45,0.033,-0.017,1.01
71851,-0.23,-1.59,171.3,-0.18,-2.38,32.35,0.021,-0.056,0.966
71891,-0.25,-1.63,172.73,0.37,-0.85,36.5,0.048,-0.018,0.996
71931,-0.3,-1.6,174.22,0.61,0.79,36.93,0.019,-0.022,1.004
71981,-0.35,-1.57,176.17,-0.92,-0.98,38.02,-0.006,-0.013,0.992
71981,-0.35,-1.57,176.17,-0.92,-0.98,38.02,-0.006,-0.013,0.992
73183,-0.14,-1.3,172.23,0.73,1.71,3.91,0.049,-0.029,0.964
73203,-0.19,-1.3,172.3,-0.31,-0.55,3.36,0.02,-0.043,1.002
73364,-0.4,-1.47,173.89,-0.49,-1.59,16.48,0.063,-0.01,0.965
73364,-0.4,-1.47,173.89,-0.49,-1.59,16.48,0.063,-0.01,0.965
73375,-0.4,-1.47,174.07,1.04,1.34,17.46,0.059,-0.011,0.985
73375,-0.4,-1.47,174.07,1.04,1.34,17.46,0.059,-0.011,0.985
73384,-0.4,-1.48,174.24,1.04,1.34,17.46,0.059,-0.011,0.985
73384,-0.4,-1.48,174.24,1.04,1.34,17.46,0.059,-0.011,0.985
73435,-0.32,-1.61,175.4,0,-1.59,23.8,0.058,0.024,0.953
73435,-0.32,-1.61,175.4,0,-1.59,23.8,0.058,0.024,0.953
73444,-0.31,-1.65,175.64,0,-1.59,23.8,0.058,0.024,0.953
73454,-0.29,-1.65,175.92,0.67,0.98,27.65,0.058,0.024,0.953
73454,-0.29,-1.65,175.92,0.67,0.98,27.65,0.058,0.024,0.953
73464,-0.26,-1.65,176.19,0.67,0.98,27.65,0.058,0.024,0.953
73504,-0.18,-1.7,177.39,0.61,2.69,30.52,0.083,0.048,1.023
73514,-0.16,-1.72,177.7,-0.98,-1.4,31.25,0.031,0.054,1.015
73524,-0.15,-1.73,178.02,-0.98,-1.4,31.25,0.031,0.054,1.015
73524,-0.15,-1.73,178.02,-0.98,-1.4,31.25,0.031,0.054,1.015
73535,-0.13,-1.7,178.35,0.98,2.26,32.78,0.025,0.038,0.994
73535,-0.13,-1.7,178.35,0.98,2.26,32.78,0.025,0.038,0.994
73575,-0.09,-1.68,179.65,-0.49,0.73,32.96,0.043,0.063,1.003
73584,-0.07,-1.68,179.98,-0.49,0.73,32.96,0.043,0.063,1.003
73594,-0.05,-1.68,-179.7,-0.18,0.49,31.43,0.038,0.045,0.983
73594,-0.05,-1.68,-179.7,-0.18,0.49,31.43,0.038,0.045,0.983
73604,-0.03,-1.68,-179.38,-0.18,0.49,31.43,0.038,0.045,0.983
73604,-0.03,-1.68,-179.38,-0.18,0.49,31.43,0.038,0.045,0.983
73656,0,-1.58,-177.86,-0.67,1.4,28.75,0.022,0.022,0.976
73656,0,-1.58,-177.86,-0.67,1.4,28.75,0.022,0.022,0.976
73664,0,-1.57,-177.57,-0.67,1.4,28.75,0.022,0.022,0.976
73674,0.01,-1.57,-177.29,0.79,-0.67,28.87,0.023,0.028,0.988
73684,0.03,-1.57,-177,0.79,-0.67,28.87,0.023,0.028,0.988
73684,0.03,-1.57,-177,0.79,-0.67,28.87,0.023,0.028,0.988
73714,0.03,-1.51,-176.2,0.92,0.55,26.43,0.024,0.011,0.989
73725,0.04,-1.51,-175.94,0.92,0.55,26.43,0.024,0.011,0.989
73735,0.02,-1.5,-175.68,-0.85,-0.92,25.21,0.003,-0.003,0.999
73754,0.01,-1.48,-175.19,0.98,0.24,23.99,0.004,-0.002,0.971
73754,0.01,-1.48,-175.19,0.98,0.24,23.99,0.004,-0.002,0.971
73765,0.01,-1.47,-174.95,0.98,0.24,23.99,0.004,-0.002,0.971
73805,-0.03,-1.38,-174.09,0.85,1.22,21.36,0.014,-0.012,1.023
73815,-0.04,-1.38,-173.88,0.49,-2.08,20.87,0.003,-0.008,0.995
73815,-0.04,-1.38,-173.88,0.49,-2.08,20.87,0.003,-0.008,0.995
73825,-0.04,-1.4,-173.67,0.49,-2.08,20.87,0.003,-0.008,0.995
73835,-0.04,-1.4,-173.67,0.18,1.95,17.7,0.002,-0.036,1.003
73835,-0.04,-1.4,-173.67,0.18,1.95,17.7,0.002,-0.036,1.003
73875,-0.09,-1.3,-172.85,0.37,-0.31,15.26,0.029,-0.029,1.001
73875,-0.09,-1.3,-172.85,0.37,-0.31,15.26,0.029,-0.029,1.001
73895,-0.13,-1.29,-172.58,0.37,0,12.7,-0.008,-0.032,0.988
73935,-0.2,-1.16,-172.22,0.12,0.55,6.1,-0.031,-0.015,1.024
73975,-0.27,-1.04,-172.13,-0.85,1.28,-2.2,-0.015,-0.046,0.979
73996,-0.31,-1.01,-172.15,0.18,-0.49,-6.1,-0.042,-0.058,1.02
74065,-0.54,-0.77,-173.17,0.43,-1.28,-18.25,-0.047,-0.076,0.969
74065,-0.54,-0.77,-173.17,0.43,-1.28,-18.25,-0.047,-0.076,0.969
74135,-0.72,-0.72,-174.97,-2.08,-3.05,-30.33,-0.025,-0.008,1.04
74145,-0.74,-0.74,-175.28,-2.08,-3.05,-30.33,-0.025,-0.008,1.04
74196,-0.7,-0.7,-177.08,-0.67,0.67,-38.7,0.017,0.017,1.048
74276,-0.53,-0.66,179.57,0.55,-2.69,-42.79,0.009,0.006,0.975
74286,-0.48,-0.68,179.14,0.55,-2.69,-42.79,0.009,0.006,0.975
74347,-0.29,-0.85,176.61,0.85,-2.01,-41.5,0.048,0.039,0.975
74356,-0.26,-0.85,176.21,-1.53,-0.55,-39.92,0.016,0.064,0.977
74416,-0.14,-0.88,173.92,-1.59,1.34,-36.13,0.041,0.041,1.027
74426,-0.13,-0.89,173.56,-1.59,1.34,-36.13,0.041,0.041,1.027
74486,0.02,-1.02,171.59,-0.37,-1.16,-29.97,0.063,0.044,0.97
74546,0.19,-1.12,170.02,-0.55,0.06,-25.33,0.032,0.034,0.982
74557,0.24,-1.14,169.79,2.01,-1.22,-22.89,0.044,0.052,1.021
74617,0.32,-1.3,168.67,0.06,0.61,-14.28,0.079,0.031,0.988
74617,0.32,-1.3,168.67,0.06,0.61,-14.28,0.079,0.031,0.988
74687,0.36,-1.38,167.88,-0.37,-0.24,-8.85,0.078,-0.007,0.996
74738,0.33,-1.42,167.62,-0.37,-1.04,-2.26,0.061,0.009,0.996
74748,0.33,-1.45,167.6,-0.37,-1.04,-2.26,0.061,0.009,0.996
74807,0.23,-1.48,167.63,-0.12,0.92,3.11,0.061,-0.015,0.988
74867,0.1,-1.57,168.14,0.61,0.37,11.11,0.059,-0.016,0.986
74867,0.1,-1.57,168.14,0.61,0.37,11.11,0.059,-0.016,0.986
74927,-0.01,-1.65,169.18,0.61,2.01,20.45,0.073,-0.016,1.02
74947,-0.04,-1.65,169.62,0.67,0.31,22.16,0.04,-0.025,1.002
75017,-0.19,-1.82,171.72,-1.53,-2.08,32.47,0.056,0.012,1.032
75057,-0.26,-1.9,173.32,-0.49,0.85,42.85,0.072,0.014,1.042
75087,-0.31,-2,174.64,-1.71,-2.26,44.8,0.081,0.021,1.032
75147,-0.3,-2.03,177.53,1.59,0.98,49.44,0.059,0.035,0.977
75158,-0.29,-2.03,178.07,0.43,0.67,53.34,0.059,0.035,1.018
75218,-0.26,-2.05,-178.8,1.16,-2.93,53.28,0.055,0.031,0.978
75218,-0.26,-2.05,-178.8,1.16,-2.93,53.28,0.055,0.031,0.978
75278,-0.2,-1.99,-175.7,1.04,0.43,52.31,0.031,0.025,0.948
75338,-0.15,-1.86,-172.8,0.06,1.1,42.6,-0.023,0.031,1.019
75338,-0.15,-1.86,-172.8,0.06,1.1,42.6,-0.023,0.031,1.019
75408,-0.19,-1.59,-170.19,0.24,0.43,29.54,-0.059,-0.021,0.994
75458,-0.2,-1.37,-169.06,0.55,1.53,16.24,0,0.032,1.012
75478,-0.18,-1.31,-168.78,-0.43,-1.04,11.47,-0.048,0,1.001
75538,-0.2,-1.05,-168.57,-0.85,-1.22,-4.09,-0.043,-0.011,1.001
75548,-0.21,-1.03,-168.61,-0.85,-1.22,-4.09,-0.043,-0.011,1.001
75608,-0.27,-0.78,-169.52,0.61,0.24,-19.96,-0.053,-0.039,0.995
75658,-0.4,-0.59,-171.04,0.55,-1.53,-37.17,-0.052,-0.039,1.026
75669,-0.4,-0.57,-171.41,0.55,-1.53,-37.17,-0.052,-0.039,1.026
75729,-0.46,-0.45,-174.19,1.04,-0.31,-50.78,-0.049,-0.046,0.918
75779,-0.41,-0.41,-176.99,0.61,-2.62,-59.08,-0.03,-0.017,0.942
75809,-0.36,-0.4,-178.8,0.49,-1.4,-60.85,-0.035,0.013,0.966
75849,-0.28,-0.43,178.66,-0.79,-0.12,-64.39,-0.014,0.034,1.001
75869,-0.27,-0.44,177.4,-2.01,-1.28,-63.17,-0.009,0.028,0.958
75929,-0.04,-0.64,173.68,-1.46,-2.93,-61.04,0.044,0.09,1.074
75979,0.12,-0.77,170.86,0.12,-0.18,-54.69,0.044,0.046,0.962
75989,0.15,-0.8,170.31,0.12,-0.18,-54.69,0.044,0.046,0.962
76061,0.44,-0.99,166.85,0.24,0.24,-45.59,0.076,0.048,0.995
76069,0.48,-1.02,166.39,0.24,0.24,-45.59,0.076,0.048,0.995
76130,0.67,-1.27,164.16,0.55,-2.69,-32.53,0.072,0.045,0.982
76170,0.75,-1.49,163.06,0.85,-1.77,-23.74,0.103,0.033,0.985
76190,0.76,-1.53,162.64,-1.46,1.89,-21.12,0.104,0.034,0.997
76260,0.75,-1.71,161.87,-0.37,0.92,-5.55,0.073,0.024,1
76260,0.75,-1.71,161.87,-0.37,0.92,-5.55,0.073,0.024,1
76321,0.66,-1.83,161.92,-1.04,0.98,4.88,0.07,-0.001,0.992
76380,0.57,-1.9,162.56,-0.12,0.92,15.14,0.072,-0.013,0.992
